image_name,class,confidence,tiempo_inferencia
traffic-light-133-_jpg.rf.1a0e4654768cb2c01c5c2c8322e24d24.jpg,traffic light,95.96109390258789,0.1444563865661621
traffic-light-73-_jpg.rf.449af5b22bda2fe03b5bc0da604aa8e2.jpg,traffic light,89.4789457321167,0.13673686981201172
traffic-light-903-_jpg.rf.cc441cb7befd956b2d116c57ff35f0c8.jpg,traffic light,82.50265121459961,0.13421916961669922
traffic-light-526-_jpg.rf.5aac2fb5cbd9fe3f37b93dd2bced69e9.jpg,traffic light,90.01793265342712,0.13408541679382324
traffic-light-526-_jpg.rf.5aac2fb5cbd9fe3f37b93dd2bced69e9.jpg,traffic light,41.235265135765076,0.13408541679382324
traffic-light-592-_jpg.rf.8b6a57dd5d36423ddcb4d907856a0d68.jpg,traffic light,93.37939620018005,0.13618922233581543
traffic-light-596-_jpg.rf.924ba1388a8a1ba919f158bf59203936.jpg,traffic light,81.55264854431152,0.1372203826904297
traffic-light-596-_jpg.rf.924ba1388a8a1ba919f158bf59203936.jpg,traffic light,78.19972634315491,0.1372203826904297
traffic-light-880-_jpg.rf.470230b31f3bddf3e9379cc6ee129b51.jpg,backpack,28.378137946128845,0.13381481170654297
traffic-light-880-_jpg.rf.470230b31f3bddf3e9379cc6ee129b51.jpg,person,26.001349091529846,0.13381481170654297
traffic-light-858-_jpg.rf.c38c383902bcf28c24192664a34528e5.jpg,traffic light,70.56836485862732,0.13297557830810547
traffic-light-10-_jpg.rf.c9856eaf03cffb35a24d1fd16701ded8.jpg,traffic light,80.89743852615356,0.13226771354675293
traffic-light-651-_jpg.rf.2352c7bba4c3acc45e535a32521b5e59.jpg,suitcase,61.61277890205383,0.13446664810180664
traffic-light-651-_jpg.rf.2352c7bba4c3acc45e535a32521b5e59.jpg,bus,60.0364089012146,0.13446664810180664
traffic-light-731-_jpg.rf.43110c90dc9b579d835ad194bf281491.jpg,traffic light,84.61968302726746,0.1348438262939453
traffic-light-731-_jpg.rf.43110c90dc9b579d835ad194bf281491.jpg,traffic light,32.75607526302338,0.1348438262939453
traffic-light-751-_jpg.rf.c2fb938530e1cf2e00bc28d1c9ccfbd3.jpg,traffic light,50.14152526855469,0.1339857578277588
traffic-light-751-_jpg.rf.c2fb938530e1cf2e00bc28d1c9ccfbd3.jpg,traffic light,43.620169162750244,0.1339857578277588
traffic-light-77-_jpg.rf.651aea6e9783c026a745216404d2ddac.jpg,person,28.08135449886322,0.13408422470092773
IMG_1553_JPG_jpg.rf.ae271301cc4c1557d6da39799a8110ef.jpg,traffic light,78.14974188804626,0.13493752479553223
IMG_1553_JPG_jpg.rf.ae271301cc4c1557d6da39799a8110ef.jpg,person,45.69549858570099,0.13493752479553223
IMG_1553_JPG_jpg.rf.ae271301cc4c1557d6da39799a8110ef.jpg,traffic light,40.74513018131256,0.13493752479553223
IMG_1553_JPG_jpg.rf.ae271301cc4c1557d6da39799a8110ef.jpg,traffic light,39.274436235427856,0.13493752479553223
IMG_1553_JPG_jpg.rf.ae271301cc4c1557d6da39799a8110ef.jpg,traffic light,37.85739541053772,0.13493752479553223
