image_name,class,confidence,tiempo_inferencia
traffic-light-509-_jpg.rf.38aea608762e1a8a3aa3edc1f27c1b43.jpg,traffic light,86.22252345085144,2.8507325649261475
traffic-light-509-_jpg.rf.38aea608762e1a8a3aa3edc1f27c1b43.jpg,person,48.50415289402008,2.8507325649261475
traffic-light-509-_jpg.rf.38aea608762e1a8a3aa3edc1f27c1b43.jpg,suitcase,43.97764801979065,2.8507325649261475
traffic-light-674-_jpg.rf.53fdbbb04d54b39ccd69049c8a8dab41.jpg,truck,33.46179127693176,2.804875612258911
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,person,92.73092150688171,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,person,83.99813175201416,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,car,83.70082378387451,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,car,82.06663727760315,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,person,76.32669806480408,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,car,69.60898637771606,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,traffic light,38.41876983642578,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,person,34.90573763847351,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,bicycle,33.68203341960907,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,car,30.972331762313843,2.785407066345215
traffic-light-678-_jpg.rf.397cab30a52bc0480095b4ad45a63c7b.jpg,person,30.16582429409027,2.785407066345215
traffic-light-966-_jpg.rf.6d14d3f00d53d39b1842d8d251a15bd5.jpg,traffic light,96.40388488769531,2.7838611602783203
traffic-light-156-_jpg.rf.38b737e1b1ed8971e0ffe457fda18d52.jpg,traffic light,54.9452543258667,2.786123514175415
traffic-light-552-_jpg.rf.9f12b835692eb95f30d07b9c744fdfac.jpg,traffic light,81.56319260597229,2.7899506092071533
